,date,title,paragraph,length
170,2023-11,要闻为强国复兴伟业提供有力金融支撑——中央金融工作会议指明前进方向、凝聚信心力量,朝着加快建设金融强国的目标前行，干部人才队伍建设至关重要。,29.0
171,2023-11,要闻为强国复兴伟业提供有力金融支撑——中央金融工作会议指明前进方向、凝聚信心力量,“从金融大国迈向金融强国，必须以金融队伍的纯洁性、专业性、战斗力为重要支撑。”中国井冈山干部学院教学科研部副教授于真认为，推进高素质专业化金融干部人才队伍建设是一项系统工程，需要科学谋划、综合施策，优化培养、选拔、管理、使用等各环节工作，不断增强金融干部推动金融高质量发展、服务实体经济、防范化解金融风险的本领。蓝图已经绘就，实干赢得未来。“加快建设金融强国，我们金融企业重任在肩。”中国投资有限责任公司副总经理沈如军说，公司将持续推动国有重点金融机构深化体制机制改革，不断探索完善中国特色现代金融企业制度，进一步提高国有金融资本效益和国有金融机构活力、竞争力、可持续发展能力，把党中央擘画的金融发展蓝图一步步变为现实。,310.0
172,2023-11,要闻不断开创金融高质量发展新局面——中央金融工作会议明确金融工作目标任务、谋定发展路线图,新华社北京11月2日电题：不断开创金融高质量发展新局面——中央金融工作会议明确金融工作目标任务、谋定发展路线图新华社记者中央金融工作会议鲜明提出“加快建设金融强国”的目标，强调推动我国金融高质量发展，为以中国式现代化全面推进强国建设、民族复兴伟业提供有力支撑。连日来，全国各地各部门认真学习领会中央金融工作会议精神。大家表示，会议明确了当前和今后一个时期金融工作的目标任务，为金融发展指明方向、坚定信心，要深入学习、贯彻落实习近平总书记重要讲话精神和党中央决策部署，以新气象新作为不断开创金融高质量发展新局面。胸怀“国之大者”，为强国建设、民族复兴伟业助力党的十八大以来，在以习近平同志为核心的党中央坚强领导下，各地各部门持续推进金融事业高质量发展，金融系统有力支撑经济社会发展大局。面对新的目标任务，这次会议突出强调以推进金融高质量发展为主题，并对此作出周密部署。,383.0
173,2023-11,要闻不断开创金融高质量发展新局面——中央金融工作会议明确金融工作目标任务、谋定发展路线图,“新时代以来，在以习近平同志为核心的党中央坚强领导下，金融业以服务实体经济为立业之本，为我国如期全面建成小康社会、实现第一个百年奋斗目标作出了重要贡献。”中银国际证券全球首席经济学家管涛说，会议将金融高质量发展提到强国建设、民族复兴的高度，进一步强化了金融服务国家大局的担当和作为。国务院发展研究中心金融研究所副所长陈道富说，在推进强国建设中，金融的作用无疑更加凸显。无论是解决发展不平衡不充分问题，还是建设现代化产业体系，以及不断提高人民生活品质等，都需要金融高质量发展作为强有力支撑。,244.0
174,2023-11,要闻不断开创金融高质量发展新局面——中央金融工作会议明确金融工作目标任务、谋定发展路线图,金融血脉滋养经济肌体。走进贵州省六盘水市六枝特区木岗镇戛陇塘村300亩生姜种植基地，生姜的辛香扑面而来。“我们的生姜种植正是在金融活水浇灌下，生根发芽、茁壮成长，成为富民产业。”戛陇塘村党支部书记张勇说，今年村里人均收入有望在去年1.4万元基础上增长15%左右。“金融助力乡村振兴，村民生活一定会更红火。”“我们要胸怀‘国之大者’，不断强化金融服务实体经济和以人民为中心这一根本。”中国人民银行宏观审慎管理局局长李斌说，“下一步我们将持续加强金融宏观调控，推动金融机构改革，扩大金融高水平开放，改革、调整、优化金融供给体系，为实体经济发展提供更高质量、更有效率、更加安全的金融服务。”锚定金融强国目标，为经济社会发展提供高质量服务高质量发展是全面建设社会主义现代化国家的首要任务，金融要为经济社会发展提供高质量服务。会议提出“三个着力”，指明推进金融高质量发展的路径：着力营造良好的货币金融环境，着力打造现代金融机构和市场体系，着力推进金融高水平开放。,426.0
175,2023-11,要闻不断开创金融高质量发展新局面——中央金融工作会议明确金融工作目标任务、谋定发展路线图,上海金融与发展实验室主任曾刚表示，会议首提金融强国目标，意味着金融支持实体经济发展的作用和地位大大提升。“做好科技金融、绿色金融、普惠金融、养老金融、数字金融五篇大文章”，正是提高金融服务实体经济质效的针对性部署。中国建设银行战略与政策协调部总经理乐玉贵说，会议部署的五大领域均已纳入建设银行发展战略和战略性举措，下一步，建行将加快产品服务与模式创新，提高资源配置和考核激励政策适配性，写好新时代金融五篇大文章。安徽省合肥市高新区合肥锐世数字科技有限公司厂房内，工作人员正在组装临床全数字PET设备。得益于相关金融贷款支持，该公司已有7款不同型号设备顺利进入市场。,282.0
176,2023-11,要闻不断开创金融高质量发展新局面——中央金融工作会议明确金融工作目标任务、谋定发展路线图,“会议提出把更多金融资源用于促进科技创新、先进制造、绿色发展和中小微企业，让我们深受鼓舞。”公司总经理张博说，“我们将进一步加强科研攻关，力争早日实现数字PET设备高质量、大规模应用。”疏通资金进入实体经济的渠道，是金融服务高质量发展的重要内容。中国首席经济学家论坛理事长连平说，“完善机构定位”“强化市场规则，打造规则统一、监管协同的金融市场”等部署，将有助于加快构建多层次资本市场，促进资源高效配置，为企业提供更多投融资渠道。金融服务高质量发展，离不开发挥资本市场枢纽功能。“我们将牢牢把握服务实体经济的根本宗旨，统筹‘股权’和‘债权’，坚持股债联动，优化融资结构，畅通各类资本要素进入实体经济渠道，为经济社会发展提供高质量金融服务。”中国证监会债券部主任周小舟说。统筹发展与安全，推动金融事业稳健前行安全是发展的前提，发展是安全的保障。,371.0
177,2023-11,要闻不断开创金融高质量发展新局面——中央金融工作会议明确金融工作目标任务、谋定发展路线图,商务部国际贸易经济合作研究院副院长崔卫杰表示，会议对如何统筹发展和安全释放诸多新信息，特别是提出了坚持统筹金融开放和安全、稳步扩大金融领域制度型开放等内容，这是顺应国内外新发展形势，确保金融管理能力与开放水平相匹配的考虑，也是建设金融强国的应有之义。,125.0
178,2023-11,要闻不断开创金融高质量发展新局面——中央金融工作会议明确金融工作目标任务、谋定发展路线图,在中国（福建）自由贸易试验区厦门片区，金融开放与风险防范结合的探索一直在进行。该片区管委会副主任郑耀说：“开放创新要管得住才放得开，我们要对标会议精神，稳步扩大金融领域制度型开放，积极对接国际高标准，提升跨境投融资便利化。”防控风险是金融工作的永恒主题。在中信建投证券首席经济学家黄文涛看来，会议直面问题，回应了市场关注的多个热点，包括处置中小金融机构风险、建立防范化解地方债务风险长效机制、促进金融与房地产良性循环、加强外汇市场管理等方面。他表示，会议将房地产和金融问题统一来看，强调加强监管和风险防范，并通过建设保障性住房等房地产发展新模式应对目前市场供求关系的深刻变化，这些举措意义重大，影响深远。,302.0
179,2023-11,要闻不断开创金融高质量发展新局面——中央金融工作会议明确金融工作目标任务、谋定发展路线图,“会议将全面加强金融监管、有效防范化解金融风险作为重点，提出对风险早识别、早预警、早暴露、早处置，释放了强监管、严监管的信号。”金融监管总局风险处置工作负责人何国锋说，金融监管部门将认真落实会议提出的“全面强化机构监管、行为监管、功能监管、穿透式监管、持续监管”要求，着力提升监管能力和有效性，坚决消除监管空白和盲区，牢牢守住风险底线。新征程，新使命。“中央金融工作会议为坚定不移走好中国特色金融发展之路、推动金融高质量发展提供了根本遵循。”中国银行副行长张小东表示，国有金融机构要坚决当好服务实体经济的主力军和维护金融稳定的压舱石，为加快建设金融强国持续贡献力量。,283.0
180,2023-11,要闻坚定不移走中国特色金融发展之路——中央金融工作会议为金融发展指明前进方向、激发信心动力,新华社北京11月1日电题：坚定不移走中国特色金融发展之路——中央金融工作会议为金融发展指明前进方向、激发信心动力新华社记者10月30日至31日，中央金融工作会议在北京举行。习近平总书记在重要讲话中总结党的十八大以来金融工作，分析金融高质量发展面临的形势，部署当前和今后一个时期的金融工作。全国各地各部门认真学习领会中央金融工作会议精神。大家表示，这次会议为新时代新征程推动金融高质量发展指明了前进方向、激发了信心动力。必须坚持以习近平新时代中国特色社会主义思想为指导，深入学习贯彻习近平经济思想，奋发有为、笃行不怠，扎扎实实把会议各项部署落实落地。举旗定向，为新时代推动金融高质量发展提供根本遵循党的十八大以来，在以习近平同志为核心的党中央集中统一领导下，金融系统有力支撑经济社会发展大局，坚决打好防范化解重大风险攻坚战，为如期全面建成小康社会、实现第一个百年奋斗目标作出了重要贡献。,392.0
181,2023-11,要闻坚定不移走中国特色金融发展之路——中央金融工作会议为金融发展指明前进方向、激发信心动力,2022年9月4日拍摄的服贸会首钢园区金融服务专题展一角。新华社记者郝昭摄“党的十八大以来金融事业取得的成绩，根本在于习近平新时代中国特色社会主义思想的科学指导，在于习近平总书记的领航掌舵，在于党中央的坚强领导。”中国人民银行货币政策司司长邹澜说，会议用“来之不易”总结金融领域取得的实践成果、理论成果，令他感触颇深。近年来，金融系统深刻把握金融工作的政治性、人民性，确保金融工作沿着正确方向前进，为经济社会长期稳定健康发展提供了有力支撑。“立足中国国情、紧扣时代脉搏”是不少人学习会议精神后的突出感受。中国民生银行首席经济学家温彬表示，党中央把马克思主义金融理论同当代中国具体实际相结合、同中华优秀传统文化相结合，对金融本质规律的认识不断提升到新高度，持续推进金融事业实践创新、理论创新、制度创新，走出了一条中国特色金融发展之路。,366.0
182,2023-11,要闻坚定不移走中国特色金融发展之路——中央金融工作会议为金融发展指明前进方向、激发信心动力,会议围绕奋力开拓中国特色金融发展之路强调了“八个坚持”。“‘八个坚持’明确了金融工作怎么看、怎么干，既有世界观，又有方法论，为我们下一步工作提供了根本遵循和行动指南。”中国农业银行个人金融部总经理孙宁表示，国有商业银行坚定践行“金融为民”理念，不断拓展普惠金融服务的广度和深度，努力打通基础金融服务“最后一公里”。金融事业起于为人民服务，兴于为人民服务。,177.0
183,2023-11,要闻坚定不移走中国特色金融发展之路——中央金融工作会议为金融发展指明前进方向、激发信心动力,2023年10月12日，2023中国（北京）数字金融论坛在北京丰台丽泽金融商务区举行。这是论坛上的数字人民币应用实践展示。新华社记者李鑫摄“通过学习领会这次会议精神，我们对未来金融服务水平提升有了更高期待。”陕西省西安市长安区子午街道东台新村党支部书记肖建军说，今年5月该村成为陕西秦农银行授予的信用村，不少村民在信贷资金支持下开办民宿、开发旅游项目、开展特色种植，收入大幅增长，金融服务的获得感不断提升。谋篇布局，提出加快建设金融强国目标金融是国民经济的血脉，是国家核心竞争力的重要组成部分。“在世界格局发展演变的十字路口，党中央谋篇布局，提出加快建设金融强国目标，推进金融高质量发展，顺应时代之需。”国家外汇管理局外汇研究中心主任丁志杰说，要不断提升金融工作的专业性，打造具有国际竞争力的金融业，推动我国从金融大国走向金融强国。,366.0
184,2023-11,要闻坚定不移走中国特色金融发展之路——中央金融工作会议为金融发展指明前进方向、激发信心动力,在国家开发银行首席业务官刘培勇看来，加快建设金融强国，就要加快建设中国特色现代金融体系，为经济社会发展提供高质量的金融服务。“会议提出强化政策性金融机构职能定位，我们要聚焦主责主业，进一步支持国家重大战略、重点领域和薄弱环节发展，积极服务基础设施建设、高水平科技自立自强和先进制造业发展等领域，支持加快保障性住房等‘三大工程’建设。”华科精准（北京）医疗科技有限公司成立8年来，已研发出多款填补国内空白的国家创新医疗器械。企业首席运营官王兰芬说：“会议提出把更多金融资源用于促进科技创新、先进制造、绿色发展和中小微企业，这给民营科技企业吃下了‘定心丸’，让我们创新的底气更足，我们力争在生物医疗领域为高质量发展注入更多活力。”2019年5月9日，两名鞋业公司的工作人员（左一和左二）向银行工作人员咨询中小微企业金融服务方案细则。当日，福建自贸区福州片区税企银三方对接会在马尾基金小镇举办，来自传统制造业、物联网和电子商务等行业的企业代表参加对接会。新华社记者魏培全摄会议提出“更好发挥资本市场枢纽功能”，并就推动股票发行注册制走深走实、促进债券市场高质量发展等任务进行部署。中泰证券首席经济学家李迅雷认为，资本市场的作用将更加凸显，有助于提升各方对资本市场稳健发展的信心。,536.0
185,2023-11,要闻坚定不移走中国特色金融发展之路——中央金融工作会议为金融发展指明前进方向、激发信心动力,“服务实体经济是资本市场本职，近年来我国资本市场服务实体经济的功能明显增强。”中国证监会市场监管一部主任张望军表示，证监会将不断深化对中国特色金融发展之路的规律性认识，加快建设安全、规范、透明、开放、有活力、有韧性的资本市场，更好发挥资本市场枢纽功能，更好服务金融高质量发展和中国式现代化建设。2022年9月4日，在服贸会首钢园区金融服务专题展上，参观者在中国民生银行展台咨询金融业务。新华社记者金皓原摄实干笃行，不断开创金融发展新局面中央金融工作会议明确了金融发展路线图，重在落实落地。“加强党中央对金融工作的集中统一领导，是做好金融工作的根本保证。”国投集团国投创合基金管理有限公司总经理刘伟表示，作为国家基金管理机构及中央企业基金公司，公司将加快落实“大力支持实施创新驱动发展战略”等会议部署，积极探索以基金投资助力科技创新的新模式，支持科技型中小企业发展壮大。,384.0
186,2023-11,要闻坚定不移走中国特色金融发展之路——中央金融工作会议为金融发展指明前进方向、激发信心动力,2023年8月17日，浙江省丽水市青田县方山乡田鱼养殖户吴勇强（中）在接受青田农商银行“小蜻蜓”服务队志愿者提供的“惠民易贷”上门服务。近年来，青田县金融发展中心联合各个金融机构优化配套乡村振兴金融服务，推出“惠民易贷”“农家乐贷”等金融产品，重点支持涉农龙头企业及特色种养殖产业。新华社记者徐昱摄统筹发展和安全，是做好金融工作的关键所在。“会议部署为金融监管工作明确了重点和方向。”国家金融监督管理总局法律法规工作相关负责人綦相说，国家金融监督管理总局及省市两级派出机构已先后挂牌，各项工作稳步推进，取得阶段性成效。下一步，金融监管总局将深入贯彻落实中央金融工作会议精神，以机构改革为契机，加强金融法治建设，及时推进金融重点领域和新兴领域立法，努力构建系统完备、科学规范、运行高效的金融监管体系，不断提升监管能力，牢牢守住不发生系统性金融风险的底线，为金融业发展保驾护航。,387.0
187,2023-11,要闻坚定不移走中国特色金融发展之路——中央金融工作会议为金融发展指明前进方向、激发信心动力,实现加快建设金融强国的目标，推动金融高质量发展，深化改革、扩大开放是必由之路。“上海自贸试验区临港新片区设立4年来，地区生产总值年均增长21.2%，这离不开金融高水平开放的有力支持。”临港新片区管委会金融贸易处副处长殷军说，临港新片区将充分利用各项金融改革政策，更好激发各类金融机构的活力，不断开创金融发展新局面。,157.0
188,2023-11,要闻坚定不移走中国特色金融发展之路——中央金融工作会议为金融发展指明前进方向、激发信心动力,2023年9月6日拍摄的中国（上海）自由贸易试验区临港新片区，左上为东海大桥，前为建设中的中银金融中心大楼（无人机全景照片）。新华社记者方喆摄新时代新征程上，金融发展任务十分艰巨。中国光大银行战略管理与投资者关系部总经理陈光表示，作为金融队伍中的一员，要切实提高政治站位，胸怀“国之大者”，强化使命担当，坚定不移走中国特色金融发展之路，确保工作部署落实落地，为中国式现代化建设增添金融力量。,195.0
189,2023-10,要闻李强出席中央金融工作会议,新华社记者燕雁摄10月30日至31日，中央金融工作会议在北京举行。中共中央政治局常委、国务院总理李强出席会议并对做好金融工作作具体部署。,68.0
190,2023-10,要闻中央金融工作会议在北京举行 习近平李强作重要讲话,中央金融工作会议在北京举行习近平李强作重要讲话赵乐际王沪宁蔡奇丁薛祥李希出席新华社北京10月31日电，中央金融工作会议10月30日至31日在北京举行。中共中央总书记、国家主席、中央军委主席习近平出席会议并发表重要讲话。中共中央政治局常委李强、赵乐际、王沪宁、蔡奇、丁薛祥、李希出席会议。习近平在重要讲话中总结党的十八大以来金融工作，分析金融高质量发展面临的形势，部署当前和今后一个时期的金融工作。李强对做好金融工作作了具体部署。,214.0
191,2023-10,要闻中央金融工作会议在北京举行 习近平李强作重要讲话,10月30日至31日，中央金融工作会议在北京举行。中共中央总书记、国家主席、中央军委主席习近平出席会议并发表重要讲话。新华社记者，鞠鹏，摄会议强调，金融是国民经济的血脉，是国家核心竞争力的重要组成部分，要加快建设金融强国，全面加强金融监管，完善金融体制，优化金融服务，防范化解风险，坚定不移走中国特色金融发展之路，推动我国金融高质量发展，为以中国式现代化全面推进强国建设、民族复兴伟业提供有力支撑。,199.0
192,2023-10,要闻中央金融工作会议在北京举行 习近平李强作重要讲话,会议指出，党的十八大以来，在党中央集中统一领导下，金融系统有力支撑经济社会发展大局，坚决打好防范化解重大风险攻坚战，为如期全面建成小康社会、实现第一个百年奋斗目标作出了重要贡献。党中央把马克思主义金融理论同当代中国具体实际相结合、同中华优秀传统文化相结合，努力把握新时代金融发展规律，持续推进我国金融事业实践创新、理论创新、制度创新，奋力开拓中国特色金融发展之路，强调必须坚持党中央对金融工作的集中统一领导，坚持以人民为中心的价值取向，坚持把金融服务实体经济作为根本宗旨，坚持把防控风险作为金融工作的永恒主题，坚持在市场化法治化轨道上推进金融创新发展，坚持深化金融供给侧结构性改革，坚持统筹金融开放和安全，坚持稳中求进工作总基调。这些实践成果、理论成果来之不易。同时要清醒看到，金融领域各种矛盾和问题相互交织、相互影响，有的还很突出，经济金融风险隐患仍然较多，金融服务实体经济的质效不高，金融乱象和腐败问题屡禁不止，金融监管和治理能力薄弱。金融系统要切实提高政治站位，胸怀“国之大者”，强化使命担当，下决心从根本上解决这些问题，以金融高质量发展助力强国建设、民族复兴伟业。,486.0
193,2023-10,要闻中央金融工作会议在北京举行 习近平李强作重要讲话,会议强调，当前和今后一个时期，做好金融工作必须坚持和加强党的全面领导，以习近平新时代中国特色社会主义思想为指导，全面贯彻党的二十大精神，完整、准确、全面贯彻新发展理念，深刻把握金融工作的政治性、人民性，以加快建设金融强国为目标，以推进金融高质量发展为主题，以深化金融供给侧结构性改革为主线，以金融队伍的纯洁性、专业性、战斗力为重要支撑，以全面加强监管、防范化解风险为重点，坚持稳中求进工作总基调，统筹发展和安全，牢牢守住不发生系统性金融风险的底线，坚定不移走中国特色金融发展之路，加快建设中国特色现代金融体系，不断满足经济社会发展和人民群众日益增长的金融需求，不断开创新时代金融工作新局面。,295.0
194,2023-10,要闻中央金融工作会议在北京举行 习近平李强作重要讲话,10月30日至31日，中央金融工作会议在北京举行。中共中央总书记、国家主席、中央军委主席习近平出席会议并发表重要讲话。李强、赵乐际、王沪宁、蔡奇、丁薛祥、李希出席会议。新华社记者燕雁摄会议指出，高质量发展是全面建设社会主义现代化国家的首要任务，金融要为经济社会发展提供高质量服务。要着力营造良好的货币金融环境，切实加强对重大战略、重点领域和薄弱环节的优质金融服务。始终保持货币政策的稳健性，更加注重做好跨周期和逆周期调节，充实货币政策工具箱。优化资金供给结构，把更多金融资源用于促进科技创新、先进制造、绿色发展和中小微企业，大力支持实施创新驱动发展战略、区域协调发展战略，确保国家粮食和能源安全等。盘活被低效占用的金融资源，提高资金使用效率。做好科技金融、绿色金融、普惠金融、养老金融、数字金融五篇大文章。要着力打造现代金融机构和市场体系，疏通资金进入实体经济的渠道。优化融资结构，更好发挥资本市场枢纽功能，推动股票发行注册制走深走实，发展多元化股权融资，大力提高上市公司质量，培育一流投资银行和投资机构。促进债券市场高质量发展。完善机构定位，支持国有大型金融机构做优做强，当好服务实体经济的主力军和维护金融稳定的压舱石，严格中小金融机构准入标准和监管要求，立足当地开展特色化经营，强化政策性金融机构职能定位，发挥保险业的经济减震器和社会稳定器功能。强化市场规则，打造规则统一、监管协同的金融市场，促进长期资本形成。健全法人治理，完善中国特色现代金融企业制度，完善国有金融资本管理，拓宽银行资本金补充渠道，做好产融风险隔离。要着力推进金融高水平开放，确保国家金融和经济安全。坚持“引进来”和“走出去”并重，稳步扩大金融领域制度型开放，提升跨境投融资便利化，吸引更多外资金融机构和长期资本来华展业兴业。增强上海国际金融中心的竞争力和影响力，巩固提升香港国际金融中心地位。,784.0
195,2023-10,要闻中央金融工作会议在北京举行 习近平李强作重要讲话,会议强调，要全面加强金融监管，有效防范化解金融风险。切实提高金融监管有效性，依法将所有金融活动全部纳入监管，全面强化机构监管、行为监管、功能监管、穿透式监管、持续监管，消除监管空白和盲区，严格执法、敢于亮剑，严厉打击非法金融活动。及时处置中小金融机构风险。建立防范化解地方债务风险长效机制，建立同高质量发展相适应的政府债务管理机制，优化中央和地方政府债务结构。促进金融与房地产良性循环，健全房地产企业主体监管制度和资金监管，完善房地产金融宏观审慎管理，一视同仁满足不同所有制房地产企业合理融资需求，因城施策用好政策工具箱，更好支持刚性和改善性住房需求，加快保障性住房等“三大工程”建设，构建房地产发展新模式。维护金融市场稳健运行，规范金融市场发行和交易行为，合理引导预期，防范风险跨区域、跨市场、跨境传递共振。加强外汇市场管理，保持人民币汇率在合理均衡水平上的基本稳定。防范化解金融风险，要把握好权和责的关系，健全权责一致、激励约束相容的风险处置责任机制；把握好快和稳的关系，在稳定大局的前提下把握时度效，扎实稳妥化解风险，坚决惩治违法犯罪和腐败行为，严防道德风险；对风险早识别、早预警、早暴露、早处置，健全具有硬约束的金融风险早期纠正机制。,521.0
196,2023-10,要闻中央金融工作会议在北京举行 习近平李强作重要讲话,会议指出，加强党中央对金融工作的集中统一领导，是做好金融工作的根本保证。要完善党领导金融工作的体制机制，发挥好中央金融委员会的作用，做好统筹协调把关。发挥好中央金融工作委员会的作用，切实加强金融系统党的建设。发挥好地方党委金融委员会和金融工委的作用，落实属地责任。要坚持政治过硬、能力过硬、作风过硬标准，锻造忠诚干净担当的高素质专业化金融干部人才队伍。要在金融系统大力弘扬中华优秀传统文化，坚持诚实守信、以义取利、稳健审慎、守正创新、依法合规。要加强金融法治建设，及时推进金融重点领域和新兴领域立法，为金融业发展保驾护航。,261.0
197,2023-10,要闻中央金融工作会议在北京举行 习近平李强作重要讲话,10月30日至31日，中央金融工作会议在北京举行。中共中央政治局常委、国务院总理李强出席会议并对做好金融工作作具体部署。新华社记者燕雁摄会议强调，习近平总书记的重要讲话，科学回答了金融事业发展的一系列重大理论和实践问题，是习近平经济思想的重要组成部分，是马克思主义政治经济学关于金融问题的重要创新成果，为新时代新征程推动金融高质量发展提供了根本遵循和行动指南。各地区各部门要深入学习领会、自觉贯彻落实。要完善金融宏观调控，准确把握货币信贷供需规律和新特点，加强货币供应总量和结构双重调节。加强优质金融服务，扩大金融高水平开放，服务好“走出去”和“一带一路”建设，稳慎扎实推进人民币国际化。健全金融监管机制，建立健全监管责任落实和问责制度，有效防范化解重点领域金融风险。着力做好当前金融领域重点工作，加大政策实施和工作推进力度，保持流动性合理充裕、融资成本持续下降，活跃资本市场，更好支持扩大内需，促进稳外贸稳外资，加强对新科技、新赛道、新市场的金融支持，加快培育新动能新优势。,438.0
198,2023-10,要闻中央金融工作会议在北京举行 习近平李强作重要讲话,会议要求，各地区各部门特别是金融系统要进一步把思想和行动统一到习近平总书记重要讲话精神和党中央决策部署上来，坚持目标导向、问题导向，全面加强党对金融工作的领导，扎实做好加强金融监管、防范化解金融风险、推动金融高质量发展等重点工作，加快建设金融强国，抓好会议精神宣传贯彻，加强金融干部人才队伍建设，确保工作部署落实落地。何立峰作总结讲话。中国人民银行、金融监管总局、中国证监会、北京市、辽宁省、湖北省、四川省负责同志作交流发言。中共中央政治局委员、中央书记处书记，全国人大常委会有关领导同志，国务委员，最高人民法院院长，全国政协有关领导同志出席会议。中央金融委员会委员，各省区市和计划单列市、新疆生产建设兵团，中央和国家机关有关部门、有关人民团体、中央军委机关有关部门，中央管理的金融机构、部分企业主要负责同志等参加会议。,360.0
199,2023-10,要闻习近平出席中央金融工作会议并发表重要讲话,新华社记者鞠鹏摄10月30日至31日，中央金融工作会议在北京举行。中共中央总书记、国家主席、中央军委主席习近平出席会议并发表重要讲话。,67.0
200,2023-10,要闻中美金融工作组举行第一次会议,为落实中美两国元首巴厘岛会晤重要共识，根据国务院副总理、中美经贸中方牵头人何立峰和美国财政部部长耶伦7月在北京会谈期间达成的共识，10月25日，中美金融工作组以视频方式举行第一次会议。此次会议由中国人民银行和美国财政部副部级官员共同主持，国家金融监管总局、中国证监会以及美联储、美国证券交易委员会等相关金融监管部门参会。双方就两国货币和金融稳定、金融监管、可持续金融、反洗钱和反恐怖融资、全球金融治理等议题以及其他双方重点关切的问题进行了专业、务实、坦诚和建设性的沟通。双方同意继续保持沟通。,246.0
201,2023-05,要闻国家金融监督管理总局召开偿付能力监管委员会工作会议,偿付能力是对保险公司各类风险的综合判断，偿付能力监管是预警和监测保险业风险的重要抓手。国家金融监督管理总局将按照党中央赋予的新职责、新使命，坚决落实金融监管体制改革决策部署，加强保险公司功能监管和穿透式监管，形成偿付能力硬约束，促进保险业高质量发展。日前，国家金融监督管理总局召开偿付能力监管委员会工作会议，分析了整体保险业、重点公司的偿付能力和风险状况，研究了2023年第一季度保险公司风险综合评级结果。国家金融监督管理总局党委委员、副局长周亮主持会议。,228.0
202,2023-05,要闻国家金融监督管理总局召开偿付能力监管委员会工作会议,2023年第一季度末，纳入会议审议的185家保险公司平均综合偿付能力充足率为190.3%，平均核心偿付能力充足率为125.7%；实际资本为4.7万亿元，最低资本要求为2.47万亿元。财产险公司、人身险公司、再保险公司的平均综合偿付能力充足率分别为227.1%、180.9%和277.7%；平均核心偿付能力充足率分别为196.6%、109.7%和240.9%。53家保险公司风险综合评级被评为A类，105家被评为B类，16家被评为C类，11家被评为D类，风险综合评级保持稳定。,237.0
203,2023-05,要闻国家金融监督管理总局召开偿付能力监管委员会工作会议,会议指出，国家金融监督管理总局坚决落实党中央对金融工作的集中统一领导，持续加强和完善保险监管，牢牢守住不发生系统性金融风险底线。2023年一季度，保险业发展好于预期，实现原保险保费收入1.95万亿元，同比增长9.2%。一季度保险资金年化综合投资收益率为5.24%，呈现回升向好态势。偿付能力充足率降幅明显收窄，保持在合理区间。,163.0
204,2023-05,要闻国家金融监督管理总局召开偿付能力监管委员会工作会议,会议强调，国家金融监督管理总局以习近平新时代中国特色社会主义思想为指导，深入开展学习贯彻习近平新时代中国特色社会主义思想主题教育，聚焦防范化解金融风险、服务实体经济和人民群众、深化金融改革等重点问题，大兴调查研究之风，坚定不移走好中国特色金融发展之路，切实保障保险业数据安全，持续加强偿付能力监管，确保保险业安全稳健高效运行。,163.0
205,2023-02,要闻人民银行召开2023年金融消费权益保护工作会议,2月16日，人民银行召开2023年金融消费权益保护工作会议。会议以习近平新时代中国特色社会主义思想为指导，深入学习贯彻党的二十大和中央经济工作会议精神，按照人民银行工作会议要求，总结2022年金融消费权益保护工作，分析当前形势，安排部署2023年重点工作。人民银行党委委员、副行长张青松出席会议并讲话。,151.0
206,2023-02,要闻人民银行召开2023年金融消费权益保护工作会议,会议认为，2022年人民银行系统金融消费权益保护部门认真学习贯彻习近平新时代中国特色社会主义思想，坚持稳中求进工作总基调，从维护好广大金融消费者长远和根本利益出发，积极推进金融消费权益保护制度建设，不断提升金融教育针对性和有效性，不断推进金融纠纷多元化解机制建设，严厉打击侵害金融消费者权益行为，持续推进普惠金融高质量发展，全面提升金融消费权益保护工作水平。会议强调，做好金融消费权益保护各项工作，要深刻理解金融消费权益保护工作在中国式现代化新征程中的角色和定位，坚持统筹兼顾、系统谋划、整体推进，持续探索适合国情社情民情的金融消费权益保护工作框架，努力推动金融消费权益保护工作高质量发展。,295.0
207,2023-02,要闻人民银行召开2023年金融消费权益保护工作会议,会议要求，2023年人民银行金融消费权益保护部门要深入学习贯彻党的二十大精神，完整、准确、全面贯彻新发展理念，坚定不移走中国特色金融发展之路。要聚焦建设现代中央银行制度，着力推动金融消费权益保护法治建设高质量发展；聚焦提升国民金融素养，着力推动金融知识普及教育高质量发展；聚焦坚持和发展新时代“枫桥经验”，着力推动投诉管理高质量发展；聚焦监管数字化智能化转型，着力推动金融消费者保护监督检查高质量发展；聚焦更好服务实体经济和民生领域，着力推进普惠金融高质量发展；聚焦全面从严治党，着力推动党建和业务融合高质量发展。人民银行上海总部，各分行、营业管理部、省会（首府）城市中心支行和副省级城市中心支行，总行有关司局，中国互联网金融协会、中国金融教育发展基金会负责同志分别在主会场和分会场参加会议。,346.0
